kind,frox_idx,en,ja
item,160,& Knight's Shield~,ナイト・シールド
item,162,& Mirror Shield~,ミラー・シールド
item,163,& Mirror~,鏡
item,164,& Card,エクスプレスカード
item,165,& T-shirt~,Ｔシャツ
item,166,& Filthy Rag~,汚れたボロ服
item,167,& Robe~,ローブ
item,168,Paper Armour~,紙甲
item,169,Soft Leather Armour~,軟革よろい
item,170,Soft Studded Leather~,鋲付軟革よろい
item,171,Hard Leather Armour~,硬革よろい
item,172,Hard Studded Leather~,鋲付硬革よろい
item,173,Rhino Hide Armour~,サイ皮よろい
item,174,Cord Armour~,防護服
item,175,Padded Armour~,厚布よろい
item,176,Leather Scale Mail~,革製スケイル・メイル
item,177,& Leather Jacket~,皮ジャケット
item,178,Black Clothes,黒装束
item,179,Stone and Hide Armour~,皮石よろい
item,180,Sexy Swimsuit~,危ない水着
item,181,& Robe~,ローブ
item,183,Rusty Chain Mail~,錆びた鎖かたびら
item,184,Ring Mail~,リング・メイル
item,185,Metal Scale Mail~,金属製スケイル・メイル
item,186,Chain Mail~,鎖かたびら
item,187,Double Ring Mail~,二重リングメイル
item,188,Augmented Chain Mail~,重鎖かたびら
item,189,Double Chain Mail~,二重鎖かたびら
item,190,Bar Chain Mail~,強化鎖かたびら
item,191,Metal Brigandine Armour~,金属製ブリガンダイン・アーマー
item,192,Splint Mail~,スプリント・メイル
item,193,Do-maru~,当世具足
item,194,Partial Plate Armour~,パーシャル・プレート・メイル
item,195,Metal Lamellar Armour~,金属製ラメラー・アーマー
item,196,Haramakido~,胴丸
item,197,Full Plate Armour~,フル・プレート・メイル
item,198,O-yoroi~,大鎧
item,199,Ribbed Plate Armour~,強化プレート・アーマー
item,200,Mithril Chain Mail~,ミスリル製鎖かたびら
item,201,Mithril Plate Mail~,ミスリル製プレート・メイル
item,202,Adamantite Plate Mail~,アダマンタイト製プレート・メイル
item,203,Black Dragon Scale Mail~,ブラックドラゴン・スケイルメイル
item,204,Blue Dragon Scale Mail~,ブルードラゴン・スケイルメイル
item,205,White Dragon Scale Mail~,ホワイトドラゴン・スケイルメイル
item,206,Red Dragon Scale Mail~,レッドドラゴン・スケイルメイル
item,207,Green Dragon Scale Mail~,グリーンドラゴン・スケイルメイル
item,208,Multi-Hued Dragon Scale Mail~,万色ドラゴン・スケイルメイル
item,209,Pseudo Dragon Scale Mail~,ドラゴンモドキ・スケイルメイル
item,210,Law Dragon Scale Mail~,ロードラゴン・スケイルメイル
item,211,Bronze Dragon Scale Mail~,ブロンズドラゴン・スケイルメイル
item,213,Gold Dragon Scale Mail~,ゴールドドラゴン・スケイルメイル
item,214,Chaos Dragon Scale Mail~,カオスドラゴン・スケイルメイル
item,215,Balance Dragon Scale Mail~,バランスドラゴン・スケイルメイル
item,216,Power Dragon Scale Mail~,パワードラゴン・スケイルメイル
item,217,& Ring~,指輪
item,218,& Amulet~,アミュレット
item,220,& Staff~,杖
item,222,[Book of Common Prayer],[一般祈祷]
item,223,[High Mass],[上級祈祷]
item,224,[Book of the Unicorn],[一角獣の書]
item,225,[Blessings of the Grail],[聖杯の加護]
item,226,[Beginner's Handbook],[入門書]
item,227,[Master Sorcerer's Handbook],[仙人の書]
item,228,[Pattern Sorcery],[紋様仙術]
item,229,[Grimoire of Power],[力の魔道書]
item,230,[Call of the Wild],[野性の召喚]
item,231,[Nature Mastery],[自然の秘術]
item,232,[Nature's Gifts],[自然の恵み]
item,233,[Nature's Wrath],[自然の脅威]
item,234,[Sign of Chaos],[カオスの徴]
item,235,[Chaos Mastery],[カオス秘術]
item,236,[Chaos Channels],[カオス魔導]
item,237,[Armageddon Tome],[ハルマゲドン大全]
item,238,[Black Prayers],[暗黒祈祷]
item,239,[Black Mass],[暗黒大成]
item,240,[Black Channels],[暗黒魔導]
item,241,[Necronomicon],[ネクロノミコン]
item,242,[Conjurings & Tricks],[召喚と奇術]
item,243,[Deck of Many Things],[万物のデッキ]
item,244,[Trumps of Doom],[運命の切札]
item,245,[Five Aces],[ファイブ・エース]
item,246,[Cantrips for Beginners],[初心者教本]
item,247,[Minor Arcana],[小秘術]
item,248,[Major Arcana],[大秘術]
item,249,[Manual of Mastery],[秘術大全]
item,250,[Handbook for Pupils],[新弟子用教本]
item,251,[Grade Holder's Book],[有段者への道]
item,252,[Note of Acting Master],[師範代の書]
item,253,[Spiritual Enlightenment],[悟りの書]
item,254,[Dark Incantations],[闇夜の呪い]
item,255,[Immortal Rituals],[不朽の儀式]
item,256,[Demonthoughts],[悪魔の叡知]
item,257,[Hellfire Tome],[劫火の魔書]
item,258,[Rites of Initiation],[徒弟読本]
item,259,[Ways of War],[戦術指南]
item,260,[Exorcism and Dispelling],[退魔払邪]
item,261,[Wrath of God],[天神怒罰]
item,274,[Apprentice Handbook],[見習い教本]
item,275,[Minstrel's Music],[詩人楽曲集]
item,276,[Harps of Rivendell],[リヴェンデルの竪琴]
item,277,[Lays of Beleriand],[ベレリアンドの詩]
item,278,[Bugei Shofu],[武芸諸譜]
item,279,[Yagyuu Bugeichou],[柳生武芸帳]
item,280,[Gorinnosho],[五輪書]
item,281,[Hokusin Ittouryuu Kaiden],[北辰一刀流皆伝]
item,282,[Handbook of Hex],[呪術入門]
item,283,[High Curse],[上級呪法]
item,284,[Curse and Spelling],[怨恨呪縛]
item,285,[Forbidden Cursebook],[禁呪法大全]
item,294,& Wooden Torch~,松明
item,295,& Brass Lantern~,真鍮のランタン
item,296,& Flask~ of oil,油つぼ
item,297,& Feanorian Lamp~,フェアノールのランプ
item,298,& Incandescent Light~,白熱灯
item,299,& Phial~,玻璃瓶
item,300,& Star~,星
item,301,& Jewel~,宝石
item,302,& Stone~,石
item,303,& Crystal Ball~,石
item,304,& Levitation Stone~,石
item,305,& Stone,石
item,306,& Stone,石
item,307,& Stone,石
item,308,& Stone,石
item,309,& Stone,石
item,310,& Stone,石
item,311,& Stone,石
item,312,& Stone,石
item,313,& Stone,石
item,314,& Stone,石
item,315,& Stone,石
item,317,& Stone,石
item,319,& Phial,玻璃瓶
item,322,& Jewel~,宝石
item,323,& Jewel~,宝石
item,325,& Small wooden chest~,小さな木の箱
item,326,& Large wooden chest~,大きな木の箱
item,327,& Small iron chest~,小さな鉄の箱
item,328,& Large iron chest~,大きな鉄の箱
item,329,& Small steel chest~,小さな鋼鉄の箱
item,330,& Large steel chest~,大きな鋼鉄の箱
item,331,& Ruined chest~,あばかれた箱
item,332,& Can~ of Toys,おもちゃのカンヅメ
item,333,copper,銅塊
item,334,copper,銅塊
item,335,copper,銅塊
item,336,silver,銀塊
item,337,silver,銀塊
item,338,silver,銀塊
item,339,garnets,ガーネット
item,340,garnets,ガーネット
item,341,gold,金塊
item,342,gold,金塊
item,343,gold,金塊
item,344,opals,オパール
item,345,sapphires,サファイア
item,346,rubies,ルビー
item,347,diamonds,ダイヤモンド
item,348,emeralds,エメラルド
item,349,mithril,ミスリル
item,350,adamantite,アダマンタイト
item,351,& Broken Skull~,頭蓋骨の破片
item,352,& Broken Bone~,骨の破片
item,353,& Rodent Skeleton~,ネズミの骨
item,354,& Canine Skeleton~,犬の骨
item,355,& Gnome Skeleton~,ノームの骨
item,356,& Elf Skeleton~,エルフの骨
item,357,& Dwarf Skeleton~,ドワーフの骨
item,358,& Human Skeleton~,人間の骨
item,359,Skeleton~,の骨
item,360,Corpse~,の死体
item,361,& Magical Figurine~ of #,#の人形
item,362,& Wooden Statue~ of #,#の木の像
item,363,& Clay Statue~ of #,#の粘土像
item,364,& Stone Statue~ of #,#の石像
item,365,& Iron Statue~ of #,#の鉄の像
item,366,& Copper Statue~ of #,#の銅像
item,367,& Silver Statue~ of #,#の銀の像
item,368,& Golden Statue~ of #,#の金の像
item,369,& Ivory Statue~ of #,#の象牙の像
item,370,& Mithril Statue~ of #,#のミスリル像
item,371,& Ornate Statue~ of #,#の装飾された像
item,372,& Iron Spike~,鉄のくさび
item,373,& Empty Bottle~,空のビン
item,374,& Shard~ of Pottery,陶器のかけら
item,375,& Broken Stick~,折れた棒
item,376,& Capture Ball#,モンスター・ボール#
item,377,& Photograph~ of #,#の写真
item,378,& Magic Whistle~,魔法の笛
terrain,0,NONE,未知の地形
terrain,1,FLOOR,床
terrain,2,INVIS,隠れたトラップ
terrain,4,OPEN_DOOR,開いたドア
terrain,5,BROKEN_DOOR,壊れたドア
terrain,6,UP_STAIR,上り階段
terrain,7,DOWN_STAIR,下り階段
terrain,8,QUEST_ENTER,クエスト入口
terrain,12,TOWN_EXIT,街の出口
terrain,13,SHAFT_UP,上り坑道
terrain,14,SHAFT_DOWN,下り坑道
terrain,16,TRAP_TRAPDOOR,トラップ・ドア
terrain,17,TRAP_PIT,落とし穴
terrain,18,TRAP_SPIKED_PIT,落とし穴
terrain,19,TRAP_POISON_PIT,落とし穴
terrain,20,TRAP_TY_CURSE,邪悪なルーン
terrain,21,TRAP_TELEPORT,奇妙なルーン
terrain,22,TRAP_FIRE,焦げた場所
terrain,23,TRAP_ACID,焦げた場所
terrain,24,TRAP_SLOW,ダーツ・トラップ
terrain,25,TRAP_LOSE_STR,ダーツ・トラップ
terrain,26,TRAP_LOSE_DEX,ダーツ・トラップ
terrain,27,TRAP_LOSE_CON,ダーツ・トラップ
terrain,28,TRAP_BLIND,ガス・トラップ
terrain,29,TRAP_CONFUSE,ガス・トラップ
terrain,30,TRAP_POISON,ガス・トラップ
terrain,31,TRAP_SLEEP,ガス・トラップ
terrain,32,CLOSED_DOOR,ドア
terrain,33,LOCKED_DOOR_1,鍵のかかったドア
terrain,34,LOCKED_DOOR_2,鍵のかかったドア
terrain,35,LOCKED_DOOR_3,鍵のかかったドア
terrain,36,LOCKED_DOOR_4,鍵のかかったドア
terrain,37,LOCKED_DOOR_5,鍵のかかったドア
terrain,38,LOCKED_DOOR_6,鍵のかかったドア
terrain,39,LOCKED_DOOR_7,鍵のかかったドア
terrain,40,JAMMED_DOOR_0,くさびが打たれたドア
terrain,41,JAMMED_DOOR_1,くさびが打たれたドア
terrain,42,JAMMED_DOOR_2,くさびが打たれたドア
terrain,43,JAMMED_DOOR_3,くさびが打たれたドア
terrain,44,JAMMED_DOOR_4,くさびが打たれたドア
terrain,45,JAMMED_DOOR_5,くさびが打たれたドア
terrain,46,JAMMED_DOOR_6,くさびが打たれたドア
terrain,47,JAMMED_DOOR_7,くさびが打たれたドア
terrain,48,SECRET_DOOR,隠しドア
terrain,49,RUBBLE,岩石
terrain,50,MAGMA_VEIN,溶岩の鉱脈
terrain,51,QUARTZ_VEIN,石英の鉱脈
terrain,52,MAGMA_HIDDEN,溶岩の鉱脈(隠された財宝を含有)
terrain,53,QUARTZ_HIDDEN,石英の鉱脈(隠された財宝を含有)
terrain,54,MAGMA_TREASURE,財宝を含有した溶岩の鉱脈
terrain,55,QUARTZ_TREASURE,財宝を含有した石英の鉱脈
terrain,56,GRANITE,花崗岩の壁
terrain,57,GRANITE_INNER,花崗岩の壁
terrain,58,GRANITE_OUTER,花崗岩の壁
terrain,59,GRANITE_SOLID,花崗岩の壁
terrain,60,PERMANENT,永久岩の壁
terrain,61,PERMANENT_INNER,永久岩の壁
terrain,62,PERMANENT_OUTER,永久岩の壁
terrain,63,PERMANENT_SOLID,永久岩の壁
terrain,65,PATTERN_START,パターン出発点
terrain,66,PATTERN_1,パターンの一部
terrain,67,PATTERN_2,パターンの一部
terrain,68,PATTERN_3,パターンの一部
terrain,69,PATTERN_4,パターンの一部
terrain,70,PATTERN_END,パターンの一部
terrain,71,PATTERN_OLD,パターンの一部(discharged)
terrain,72,PATTERN_EXIT,パターン出口
terrain,73,PATTERN_CORRUPTED,壊れたパターンの一部
terrain,74,GENERAL_STORE,雑貨屋
terrain,75,ARMOURY,防具屋
terrain,76,WEAPON_SMITHS,武器専門店
terrain,77,TEMPLE,寺院
terrain,78,ALCHEMY_SHOP,錬金術の店
terrain,79,MAGIC_SHOP,魔法の店
terrain,80,BLACK_MARKET,ブラックマーケット
terrain,81,HOME,我が家
terrain,82,BOOKSTORE,書店
terrain,83,DEEP_WATER,深い水
terrain,84,SHALLOW_WATER,浅い水の流れ
terrain,85,DEEP_LAVA,深い溶岩溜り
terrain,86,SHALLOW_LAVA,浅い溶岩の流れ
terrain,87,DARK_PIT,暗い穴
terrain,88,DIRT,砂地
terrain,89,GRASS,草地
terrain,90,TRAP_TRAPS,コンパクトルーン
terrain,91,TRAP_ALARM,警報装置
terrain,92,TRAP_OPEN,開門スイッチ
terrain,93,FLOWER,花
terrain,94,BRAKE,草むら
terrain,95,MUSEUM,博物館
terrain,96,TREE,木
terrain,97,MOUNTAIN,山脈
terrain,98,MOUNTAIN_WALL,山脈(壁)
terrain,128,BUILDING_0,建物
terrain,129,BUILDING_1,建物
terrain,130,BUILDING_2,建物
terrain,131,BUILDING_3,建物
terrain,132,BUILDING_4,建物
terrain,133,BUILDING_5,建物
terrain,134,BUILDING_6,建物
terrain,135,BUILDING_7,建物
terrain,136,BUILDING_8,建物
terrain,137,BUILDING_9,建物
terrain,138,BUILDING_10,建物
terrain,139,BUILDING_11,建物
terrain,140,BUILDING_12,建物
terrain,141,BUILDING_13,建物
terrain,142,BUILDING_14,建物
terrain,143,BUILDING_15,建物
terrain,144,BUILDING_16,建物
terrain,145,BUILDING_17,建物
terrain,146,BUILDING_18,建物
terrain,147,BUILDING_19,建物
terrain,148,BUILDING_20,建物
terrain,149,BUILDING_21,建物
terrain,150,BUILDING_22,建物
terrain,151,BUILDING_23,建物
terrain,152,BUILDING_24,建物
terrain,153,BUILDING_25,建物
terrain,154,BUILDING_26,建物
terrain,155,BUILDING_27,建物
terrain,156,BUILDING_28,建物
terrain,157,BUILDING_29,建物
terrain,158,BUILDING_30,建物
terrain,159,BUILDING_31,建物
terrain,191,ARENA_GATE,入場門
terrain,192,TOWN,街
terrain,193,ENTRANCE,ダンジョンへの入口
terrain,194,SWAMP,沼地
terrain,195,MIRROR,鏡
terrain,196,UNDETECTED,未知の地形 (未感知)
terrain,197,TRAP_ARMAGEDDON,ハルマゲドン・トラップ
terrain,198,TRAP_PIRANHA,ピラニア・トラップ
terrain,199,GLASS_FLOOR,ガラスの床
terrain,200,OPEN_GLASS_DOOR,開いたガラスのドア
terrain,201,BROKEN_GLASS_DOOR,壊れたガラスのドア
terrain,202,CLOSED_GLASS_DOOR,ガラスのドア
terrain,203,LOCKED_GLASS_DOOR_1,鍵のかかったガラスのドア
terrain,204,LOCKED_GLASS_DOOR_2,鍵のかかったガラスのドア
terrain,205,LOCKED_GLASS_DOOR_3,鍵のかかったガラスのドア
terrain,206,LOCKED_GLASS_DOOR_4,鍵のかかったガラスのドア
terrain,207,LOCKED_GLASS_DOOR_5,鍵のかかったガラスのドア
terrain,208,LOCKED_GLASS_DOOR_6,鍵のかかったガラスのドア
terrain,209,LOCKED_GLASS_DOOR_7,鍵のかかったガラスのドア
terrain,210,JAMMED_GLASS_DOOR_0,くさびが打たれたガラスのドア
terrain,211,JAMMED_GLASS_DOOR_1,くさびが打たれたガラスのドア
terrain,212,JAMMED_GLASS_DOOR_2,くさびが打たれたガラスのドア
terrain,213,JAMMED_GLASS_DOOR_3,くさびが打たれたガラスのドア
terrain,214,JAMMED_GLASS_DOOR_4,くさびが打たれたガラスのドア
terrain,215,JAMMED_GLASS_DOOR_5,くさびが打たれたガラスのドア
terrain,216,JAMMED_GLASS_DOOR_6,くさびが打たれたガラスのドア
terrain,217,JAMMED_GLASS_DOOR_7,くさびが打たれたガラスのドア
terrain,218,GLASS_WALL,ガラスの壁
terrain,219,PERMANENT_GLASS_WALL,永久ガラスの壁
terrain,220,OPEN_CURTAIN,開いたカーテン
terrain,221,CLOSED_CURTAIN,カーテン
